level,name_es,sex,age_band,year,persons
province,Santiago Rodriguez,both,40-44,2019,3267
province,Santiago Rodriguez,both,40-44,2020,3285
province,Santiago Rodriguez,both,40-44,2021,3389
province,Santiago Rodriguez,both,40-44,2022,3489
province,Santiago Rodriguez,both,40-44,2023,3601
province,Santiago Rodriguez,both,40-44,2024,3695
province,Santiago Rodriguez,both,40-44,2025,3782
province,Santiago Rodriguez,both,40-44,2026,3852
province,Santiago Rodriguez,both,40-44,2027,3920
province,Santiago Rodriguez,both,40-44,2028,3989
province,Santiago Rodriguez,both,40-44,2029,4058
province,Santiago Rodriguez,both,40-44,2030,4127
province,Santiago Rodriguez,both,45-49,2013,3123
province,Santiago Rodriguez,both,45-49,2014,3124
province,Santiago Rodriguez,both,45-49,2015,3124
province,Santiago Rodriguez,both,45-49,2016,3105
province,Santiago Rodriguez,both,45-49,2017,3082
province,Santiago Rodriguez,both,45-49,2018,3060
province,Santiago Rodriguez,both,45-49,2019,3033
province,Santiago Rodriguez,both,45-49,2020,3004
province,Santiago Rodriguez,both,45-49,2021,3037
province,Santiago Rodriguez,both,45-49,2022,3067
province,Santiago Rodriguez,both,45-49,2023,3098
province,Santiago Rodriguez,both,45-49,2024,3124
province,Santiago Rodriguez,both,45-49,2025,3145
province,Santiago Rodriguez,both,45-49,2026,3247
province,Santiago Rodriguez,both,45-49,2027,3348
province,Santiago Rodriguez,both,45-49,2028,3458
province,Santiago Rodriguez,both,45-49,2029,3552
province,Santiago Rodriguez,both,45-49,2030,3639
province,Santiago Rodriguez,both,5-9,2013,5366
province,Santiago Rodriguez,both,5-9,2014,5279
province,Santiago Rodriguez,both,5-9,2015,5192
province,Santiago Rodriguez,both,5-9,2016,5108
province,Santiago Rodriguez,both,5-9,2017,5023
province,Santiago Rodriguez,both,5-9,2018,4939
province,Santiago Rodriguez,both,5-9,2019,4854
province,Santiago Rodriguez,both,5-9,2020,4769
province,Santiago Rodriguez,both,5-9,2021,4726
province,Santiago Rodriguez,both,5-9,2022,4682
province,Santiago Rodriguez,both,5-9,2023,4638
province,Santiago Rodriguez,both,5-9,2024,4594
province,Santiago Rodriguez,both,5-9,2025,4550
province,Santiago Rodriguez,both,5-9,2026,4492
province,Santiago Rodriguez,both,5-9,2027,4434
province,Santiago Rodriguez,both,5-9,2028,4375
province,Santiago Rodriguez,both,5-9,2029,4317
province,Santiago Rodriguez,both,5-9,2030,4258
province,Santiago Rodriguez,both,50-54,2013,2833
province,Santiago Rodriguez,both,50-54,2014,2882
province,Santiago Rodriguez,both,50-54,2015,2931
province,Santiago Rodriguez,both,50-54,2016,2939
province,Santiago Rodriguez,both,50-54,2017,2947
province,Santiago Rodriguez,both,50-54,2018,2954
province,Santiago Rodriguez,both,50-54,2019,2958
province,Santiago Rodriguez,both,50-54,2020,2961
province,Santiago Rodriguez,both,50-54,2021,2944
province,Santiago Rodriguez,both,50-54,2022,2924
province,Santiago Rodriguez,both,50-54,2023,2905
province,Santiago Rodriguez,both,50-54,2024,2881
province,Santiago Rodriguez,both,50-54,2025,2855
province,Santiago Rodriguez,both,50-54,2026,2889
province,Santiago Rodriguez,both,50-54,2027,2920
province,Santiago Rodriguez,both,50-54,2028,2953
province,Santiago Rodriguez,both,50-54,2029,2979
province,Santiago Rodriguez,both,50-54,2030,3002
province,Santiago Rodriguez,both,55-59,2013,2461
province,Santiago Rodriguez,both,55-59,2014,2483
province,Santiago Rodriguez,both,55-59,2015,2505
province,Santiago Rodriguez,both,55-59,2016,2553
province,Santiago Rodriguez,both,55-59,2017,2601
province,Santiago Rodriguez,both,55-59,2018,2651
province,Santiago Rodriguez,both,55-59,2019,2699
province,Santiago Rodriguez,both,55-59,2020,2749
province,Santiago Rodriguez,both,55-59,2021,2759
province,Santiago Rodriguez,both,55-59,2022,2767
province,Santiago Rodriguez,both,55-59,2023,2777
province,Santiago Rodriguez,both,55-59,2024,2784
province,Santiago Rodriguez,both,55-59,2025,2788
province,Santiago Rodriguez,both,55-59,2026,2773
province,Santiago Rodriguez,both,55-59,2027,2757
province,Santiago Rodriguez,both,55-59,2028,2741
province,Santiago Rodriguez,both,55-59,2029,2721
province,Santiago Rodriguez,both,55-59,2030,2698
province,Santiago Rodriguez,both,60-64,2013,2107
province,Santiago Rodriguez,both,60-64,2014,2164
province,Santiago Rodriguez,both,60-64,2015,2224
province,Santiago Rodriguez,both,60-64,2016,2241
province,Santiago Rodriguez,both,60-64,2017,2258
province,Santiago Rodriguez,both,60-64,2018,2277
province,Santiago Rodriguez,both,60-64,2019,2299
province,Santiago Rodriguez,both,60-64,2020,2323
province,Santiago Rodriguez,both,60-64,2021,2371
province,Santiago Rodriguez,both,60-64,2022,2418
province,Santiago Rodriguez,both,60-64,2023,2466
province,Santiago Rodriguez,both,60-64,2024,2516
province,Santiago Rodriguez,both,60-64,2025,2565
province,Santiago Rodriguez,both,60-64,2026,2577
province,Santiago Rodriguez,both,60-64,2027,2587
province,Santiago Rodriguez,both,60-64,2028,2598
province,Santiago Rodriguez,both,60-64,2029,2606
province,Santiago Rodriguez,both,60-64,2030,2613
province,Santiago Rodriguez,both,65-69,2013,1746
province,Santiago Rodriguez,both,65-69,2014,1738
province,Santiago Rodriguez,both,65-69,2015,1730
province,Santiago Rodriguez,both,65-69,2016,1778
province,Santiago Rodriguez,both,65-69,2017,1828
province,Santiago Rodriguez,both,65-69,2018,1879
province,Santiago Rodriguez,both,65-69,2019,1935
province,Santiago Rodriguez,both,65-69,2020,1993
province,Santiago Rodriguez,both,65-69,2021,2011
province,Santiago Rodriguez,both,65-69,2022,2030
province,Santiago Rodriguez,both,65-69,2023,2050
province,Santiago Rodriguez,both,65-69,2024,2073
province,Santiago Rodriguez,both,65-69,2025,2098
province,Santiago Rodriguez,both,65-69,2026,2145
province,Santiago Rodriguez,both,65-69,2027,2192
province,Santiago Rodriguez,both,65-69,2028,2239
province,Santiago Rodriguez,both,65-69,2029,2288
province,Santiago Rodriguez,both,65-69,2030,2337
province,Santiago Rodriguez,both,70-74,2013,1519
province,Santiago Rodriguez,both,70-74,2014,1517
province,Santiago Rodriguez,both,70-74,2015,1514
province,Santiago Rodriguez,both,70-74,2016,1505
province,Santiago Rodriguez,both,70-74,2017,1498
province,Santiago Rodriguez,both,70-74,2018,1493
province,Santiago Rodriguez,both,70-74,2019,1488
province,Santiago Rodriguez,both,70-74,2020,1485
province,Santiago Rodriguez,both,70-74,2021,1530
province,Santiago Rodriguez,both,70-74,2022,1578
province,Santiago Rodriguez,both,70-74,2023,1626
province,Santiago Rodriguez,both,70-74,2024,1679
province,Santiago Rodriguez,both,70-74,2025,1734
province,Santiago Rodriguez,both,70-74,2026,1752
province,Santiago Rodriguez,both,70-74,2027,1772
province,Santiago Rodriguez,both,70-74,2028,1793
province,Santiago Rodriguez,both,70-74,2029,1816
province,Santiago Rodriguez,both,70-74,2030,1842
province,Santiago Rodriguez,both,75-79,2013,1165
province,Santiago Rodriguez,both,75-79,2014,1175
province,Santiago Rodriguez,both,75-79,2015,1183
province,Santiago Rodriguez,both,75-79,2016,1188
province,Santiago Rodriguez,both,75-79,2017,1193
province,Santiago Rodriguez,both,75-79,2018,1196
province,Santiago Rodriguez,both,75-79,2019,1199
province,Santiago Rodriguez,both,75-79,2020,1202
province,Santiago Rodriguez,both,75-79,2021,1198
province,Santiago Rodriguez,both,75-79,2022,1196
province,Santiago Rodriguez,both,75-79,2023,1195
province,Santiago Rodriguez,both,75-79,2024,1195
province,Santiago Rodriguez,both,75-79,2025,1197
province,Santiago Rodriguez,both,75-79,2026,1237
province,Santiago Rodriguez,both,75-79,2027,1280
province,Santiago Rodriguez,both,75-79,2028,1324
province,Santiago Rodriguez,both,75-79,2029,1371
province,Santiago Rodriguez,both,75-79,2030,1421
province,Santiago Rodriguez,both,80+,2013,1318
province,Santiago Rodriguez,both,80+,2014,1360
province,Santiago Rodriguez,both,80+,2015,1403
province,Santiago Rodriguez,both,80+,2016,1437
province,Santiago Rodriguez,both,80+,2017,1472
province,Santiago Rodriguez,both,80+,2018,1509
province,Santiago Rodriguez,both,80+,2019,1546
province,Santiago Rodriguez,both,80+,2020,1585
province,Santiago Rodriguez,both,80+,2021,1614
province,Santiago Rodriguez,both,80+,2022,1645
province,Santiago Rodriguez,both,80+,2023,1676
province,Santiago Rodriguez,both,80+,2024,1707
province,Santiago Rodriguez,both,80+,2025,1739
province,Santiago Rodriguez,both,80+,2026,1761
province,Santiago Rodriguez,both,80+,2027,1783
province,Santiago Rodriguez,both,80+,2028,1808
province,Santiago Rodriguez,both,80+,2029,1835
province,Santiago Rodriguez,both,80+,2030,1862
province,Santiago Rodriguez,female,0-4,2013,2391
province,Santiago Rodriguez,female,0-4,2014,2345
province,Santiago Rodriguez,female,0-4,2015,2299
province,Santiago Rodriguez,female,0-4,2016,2278
province,Santiago Rodriguez,female,0-4,2017,2256
province,Santiago Rodriguez,female,0-4,2018,2235
province,Santiago Rodriguez,female,0-4,2019,2213
province,Santiago Rodriguez,female,0-4,2020,2191
province,Santiago Rodriguez,female,0-4,2021,2163
province,Santiago Rodriguez,female,0-4,2022,2134
province,Santiago Rodriguez,female,0-4,2023,2106
province,Santiago Rodriguez,female,0-4,2024,2077
province,Santiago Rodriguez,female,0-4,2025,2048
province,Santiago Rodriguez,female,0-4,2026,2017
province,Santiago Rodriguez,female,0-4,2027,1986
province,Santiago Rodriguez,female,0-4,2028,1955
province,Santiago Rodriguez,female,0-4,2029,1923
province,Santiago Rodriguez,female,0-4,2030,1892
province,Santiago Rodriguez,female,10-14,2013,2747
province,Santiago Rodriguez,female,10-14,2014,2721
province,Santiago Rodriguez,female,10-14,2015,2694
province,Santiago Rodriguez,female,10-14,2016,2663
province,Santiago Rodriguez,female,10-14,2017,2632
province,Santiago Rodriguez,female,10-14,2018,2601
province,Santiago Rodriguez,female,10-14,2019,2570
province,Santiago Rodriguez,female,10-14,2020,2538
province,Santiago Rodriguez,female,10-14,2021,2493
province,Santiago Rodriguez,female,10-14,2022,2448
province,Santiago Rodriguez,female,10-14,2023,2403
province,Santiago Rodriguez,female,10-14,2024,2357
province,Santiago Rodriguez,female,10-14,2025,2312
province,Santiago Rodriguez,female,10-14,2026,2291
province,Santiago Rodriguez,female,10-14,2027,2270
province,Santiago Rodriguez,female,10-14,2028,2249
province,Santiago Rodriguez,female,10-14,2029,2227
province,Santiago Rodriguez,female,10-14,2030,2206
province,Santiago Rodriguez,female,15-19,2013,2583
province,Santiago Rodriguez,female,15-19,2014,2549
province,Santiago Rodriguez,female,15-19,2015,2515
province,Santiago Rodriguez,female,15-19,2016,2494
province,Santiago Rodriguez,female,15-19,2017,2473
province,Santiago Rodriguez,female,15-19,2018,2452
province,Santiago Rodriguez,female,15-19,2019,2430
province,Santiago Rodriguez,female,15-19,2020,2408
province,Santiago Rodriguez,female,15-19,2021,2380
province,Santiago Rodriguez,female,15-19,2022,2353
province,Santiago Rodriguez,female,15-19,2023,2325
province,Santiago Rodriguez,female,15-19,2024,2297
province,Santiago Rodriguez,female,15-19,2025,2269
province,Santiago Rodriguez,female,15-19,2026,2227
province,Santiago Rodriguez,female,15-19,2027,2185
province,Santiago Rodriguez,female,15-19,2028,2143
province,Santiago Rodriguez,female,15-19,2029,2101
province,Santiago Rodriguez,female,15-19,2030,2059
province,Santiago Rodriguez,female,20-24,2013,2276
province,Santiago Rodriguez,female,20-24,2014,2264
province,Santiago Rodriguez,female,20-24,2015,2251
province,Santiago Rodriguez,female,20-24,2016,2225
province,Santiago Rodriguez,female,20-24,2017,2198
province,Santiago Rodriguez,female,20-24,2018,2171
province,Santiago Rodriguez,female,20-24,2019,2144
province,Santiago Rodriguez,female,20-24,2020,2117
province,Santiago Rodriguez,female,20-24,2021,2101
province,Santiago Rodriguez,female,20-24,2022,2085
province,Santiago Rodriguez,female,20-24,2023,2069
province,Santiago Rodriguez,female,20-24,2024,2053
province,Santiago Rodriguez,female,20-24,2025,2036
province,Santiago Rodriguez,female,20-24,2026,2013
province,Santiago Rodriguez,female,20-24,2027,1990
province,Santiago Rodriguez,female,20-24,2028,1966
province,Santiago Rodriguez,female,20-24,2029,1943
province,Santiago Rodriguez,female,20-24,2030,1919
province,Santiago Rodriguez,female,25-29,2013,2131
province,Santiago Rodriguez,female,25-29,2014,2167
province,Santiago Rodriguez,female,25-29,2015,2202
province,Santiago Rodriguez,female,25-29,2016,2192
province,Santiago Rodriguez,female,25-29,2017,2182
province,Santiago Rodriguez,female,25-29,2018,2172
province,Santiago Rodriguez,female,25-29,2019,2161
province,Santiago Rodriguez,female,25-29,2020,2151
province,Santiago Rodriguez,female,25-29,2021,2127
province,Santiago Rodriguez,female,25-29,2022,2103
province,Santiago Rodriguez,female,25-29,2023,2079
province,Santiago Rodriguez,female,25-29,2024,2054
province,Santiago Rodriguez,female,25-29,2025,2029
province,Santiago Rodriguez,female,25-29,2026,2015
province,Santiago Rodriguez,female,25-29,2027,2001
province,Santiago Rodriguez,female,25-29,2028,1987
province,Santiago Rodriguez,female,25-29,2029,1973
province,Santiago Rodriguez,female,25-29,2030,1958
province,Santiago Rodriguez,female,30-34,2013,1846
province,Santiago Rodriguez,female,30-34,2014,1860
province,Santiago Rodriguez,female,30-34,2015,1871
province,Santiago Rodriguez,female,30-34,2016,1910
province,Santiago Rodriguez,female,30-34,2017,1949
province,Santiago Rodriguez,female,30-34,2018,1988
province,Santiago Rodriguez,female,30-34,2019,2026
province,Santiago Rodriguez,female,30-34,2020,2065
province,Santiago Rodriguez,female,30-34,2021,2056
province,Santiago Rodriguez,female,30-34,2022,2047
province,Santiago Rodriguez,female,30-34,2023,2038
province,Santiago Rodriguez,female,30-34,2024,2028
province,Santiago Rodriguez,female,30-34,2025,2019
province,Santiago Rodriguez,female,30-34,2026,1997
province,Santiago Rodriguez,female,30-34,2027,1975
province,Santiago Rodriguez,female,30-34,2028,1953
province,Santiago Rodriguez,female,30-34,2029,1931
province,Santiago Rodriguez,female,30-34,2030,1908
province,Santiago Rodriguez,female,35-39,2013,1674
province,Santiago Rodriguez,female,35-39,2014,1678
province,Santiago Rodriguez,female,35-39,2015,1679
province,Santiago Rodriguez,female,35-39,2016,1701
province,Santiago Rodriguez,female,35-39,2017,1721
province,Santiago Rodriguez,female,35-39,2018,1746
province,Santiago Rodriguez,female,35-39,2019,1763
province,Santiago Rodriguez,female,35-39,2020,1777
province,Santiago Rodriguez,female,35-39,2021,1817
province,Santiago Rodriguez,female,35-39,2022,1857
province,Santiago Rodriguez,female,35-39,2023,1897
province,Santiago Rodriguez,female,35-39,2024,1936
province,Santiago Rodriguez,female,35-39,2025,1976
province,Santiago Rodriguez,female,35-39,2026,1967
province,Santiago Rodriguez,female,35-39,2027,1959
province,Santiago Rodriguez,female,35-39,2028,1950
province,Santiago Rodriguez,female,35-39,2029,1941
province,Santiago Rodriguez,female,35-39,2030,1932
province,Santiago Rodriguez,female,40-44,2013,1589
province,Santiago Rodriguez,female,40-44,2014,1577
province,Santiago Rodriguez,female,40-44,2015,1564
province,Santiago Rodriguez,female,40-44,2016,1574
province,Santiago Rodriguez,female,40-44,2017,1583
province,Santiago Rodriguez,female,40-44,2018,1593
province,Santiago Rodriguez,female,40-44,2019,1599
province,Santiago Rodriguez,female,40-44,2020,1603
province,Santiago Rodriguez,female,40-44,2021,1626
province,Santiago Rodriguez,female,40-44,2022,1647
province,Santiago Rodriguez,female,40-44,2023,1674
province,Santiago Rodriguez,female,40-44,2024,1692
province,Santiago Rodriguez,female,40-44,2025,1707
province,Santiago Rodriguez,female,40-44,2026,1748
province,Santiago Rodriguez,female,40-44,2027,1788
province,Santiago Rodriguez,female,40-44,2028,1828
province,Santiago Rodriguez,female,40-44,2029,1869
province,Santiago Rodriguez,female,40-44,2030,1909
province,Santiago Rodriguez,female,45-49,2013,1515
province,Santiago Rodriguez,female,45-49,2014,1519
province,Santiago Rodriguez,female,45-49,2015,1522
province,Santiago Rodriguez,female,45-49,2016,1516
province,Santiago Rodriguez,female,45-49,2017,1508
province,Santiago Rodriguez,female,45-49,2018,1501
province,Santiago Rodriguez,female,45-49,2019,1491
province,Santiago Rodriguez,female,45-49,2020,1480
province,Santiago Rodriguez,female,45-49,2021,1492
province,Santiago Rodriguez,female,45-49,2022,1502
province,Santiago Rodriguez,female,45-49,2023,1513
province,Santiago Rodriguez,female,45-49,2024,1521
province,Santiago Rodriguez,female,45-49,2025,1527
province,Santiago Rodriguez,female,45-49,2026,1550
province,Santiago Rodriguez,female,45-49,2027,1572
province,Santiago Rodriguez,female,45-49,2028,1599
province,Santiago Rodriguez,female,45-49,2029,1618
province,Santiago Rodriguez,female,45-49,2030,1634
province,Santiago Rodriguez,female,5-9,2013,2662
province,Santiago Rodriguez,female,5-9,2014,2629
province,Santiago Rodriguez,female,5-9,2015,2596
province,Santiago Rodriguez,female,5-9,2016,2550
province,Santiago Rodriguez,female,5-9,2017,2504
province,Santiago Rodriguez,female,5-9,2018,2458
province,Santiago Rodriguez,female,5-9,2019,2412
province,Santiago Rodriguez,female,5-9,2020,2366
province,Santiago Rodriguez,female,5-9,2021,2344
province,Santiago Rodriguez,female,5-9,2022,2322
province,Santiago Rodriguez,female,5-9,2023,2300
province,Santiago Rodriguez,female,5-9,2024,2278
province,Santiago Rodriguez,female,5-9,2025,2256
province,Santiago Rodriguez,female,5-9,2026,2227
province,Santiago Rodriguez,female,5-9,2027,2198
province,Santiago Rodriguez,female,5-9,2028,2169
province,Santiago Rodriguez,female,5-9,2029,2140
province,Santiago Rodriguez,female,5-9,2030,2111
province,Santiago Rodriguez,female,50-54,2013,1340
province,Santiago Rodriguez,female,50-54,2014,1374
province,Santiago Rodriguez,female,50-54,2015,1408
province,Santiago Rodriguez,female,50-54,2016,1415
province,Santiago Rodriguez,female,50-54,2017,1422
province,Santiago Rodriguez,female,50-54,2018,1429
province,Santiago Rodriguez,female,50-54,2019,1434
province,Santiago Rodriguez,female,50-54,2020,1439
province,Santiago Rodriguez,female,50-54,2021,1434
province,Santiago Rodriguez,female,50-54,2022,1428
province,Santiago Rodriguez,female,50-54,2023,1422
province,Santiago Rodriguez,female,50-54,2024,1413
province,Santiago Rodriguez,female,50-54,2025,1404
province,Santiago Rodriguez,female,50-54,2026,1417
province,Santiago Rodriguez,female,50-54,2027,1428
province,Santiago Rodriguez,female,50-54,2028,1440
province,Santiago Rodriguez,female,50-54,2029,1449
province,Santiago Rodriguez,female,50-54,2030,1456
province,Santiago Rodriguez,female,55-59,2013,1154
province,Santiago Rodriguez,female,55-59,2014,1160
province,Santiago Rodriguez,female,55-59,2015,1166
province,Santiago Rodriguez,female,55-59,2016,1199
province,Santiago Rodriguez,female,55-59,2017,1232
province,Santiago Rodriguez,female,55-59,2018,1266
province,Santiago Rodriguez,female,55-59,2019,1299
province,Santiago Rodriguez,female,55-59,2020,1333
province,Santiago Rodriguez,female,55-59,2021,1341
province,Santiago Rodriguez,female,55-59,2022,1348
province,Santiago Rodriguez,female,55-59,2023,1356
province,Santiago Rodriguez,female,55-59,2024,1363
province,Santiago Rodriguez,female,55-59,2025,1368
province,Santiago Rodriguez,female,55-59,2026,1364
province,Santiago Rodriguez,female,55-59,2027,1359
province,Santiago Rodriguez,female,55-59,2028,1355
province,Santiago Rodriguez,female,55-59,2029,1348
province,Santiago Rodriguez,female,55-59,2030,1340
province,Santiago Rodriguez,female,60-64,2013,997
province,Santiago Rodriguez,female,60-64,2014,1026
province,Santiago Rodriguez,female,60-64,2015,1057
province,Santiago Rodriguez,female,60-64,2016,1061
province,Santiago Rodriguez,female,60-64,2017,1065
province,Santiago Rodriguez,female,60-64,2018,1070
province,Santiago Rodriguez,female,60-64,2019,1077
province,Santiago Rodriguez,female,60-64,2020,1084
province,Santiago Rodriguez,female,60-64,2021,1117
province,Santiago Rodriguez,female,60-64,2022,1149
province,Santiago Rodriguez,female,60-64,2023,1182
province,Santiago Rodriguez,female,60-64,2024,1216
province,Santiago Rodriguez,female,60-64,2025,1249
province,Santiago Rodriguez,female,60-64,2026,1258
province,Santiago Rodriguez,female,60-64,2027,1266
province,Santiago Rodriguez,female,60-64,2028,1275
province,Santiago Rodriguez,female,60-64,2029,1282
province,Santiago Rodriguez,female,60-64,2030,1289
province,Santiago Rodriguez,female,65-69,2013,827
province,Santiago Rodriguez,female,65-69,2014,824
province,Santiago Rodriguez,female,65-69,2015,821
province,Santiago Rodriguez,female,65-69,2016,846
province,Santiago Rodriguez,female,65-69,2017,872
province,Santiago Rodriguez,female,65-69,2018,898
province,Santiago Rodriguez,female,65-69,2019,927
province,Santiago Rodriguez,female,65-69,2020,957
province,Santiago Rodriguez,female,65-69,2021,962
province,Santiago Rodriguez,female,65-69,2022,968
province,Santiago Rodriguez,female,65-69,2023,974
province,Santiago Rodriguez,female,65-69,2024,981
province,Santiago Rodriguez,female,65-69,2025,990
province,Santiago Rodriguez,female,65-69,2026,1022
province,Santiago Rodriguez,female,65-69,2027,1054
province,Santiago Rodriguez,female,65-69,2028,1086
province,Santiago Rodriguez,female,65-69,2029,1119
province,Santiago Rodriguez,female,65-69,2030,1152
province,Santiago Rodriguez,female,70-74,2013,726
province,Santiago Rodriguez,female,70-74,2014,725
province,Santiago Rodriguez,female,70-74,2015,724
province,Santiago Rodriguez,female,70-74,2016,720
province,Santiago Rodriguez,female,70-74,2017,718
province,Santiago Rodriguez,female,70-74,2018,716
province,Santiago Rodriguez,female,70-74,2019,714
province,Santiago Rodriguez,female,70-74,2020,714
province,Santiago Rodriguez,female,70-74,2021,738
province,Santiago Rodriguez,female,70-74,2022,763
province,Santiago Rodriguez,female,70-74,2023,788
province,Santiago Rodriguez,female,70-74,2024,816
province,Santiago Rodriguez,female,70-74,2025,845
province,Santiago Rodriguez,female,70-74,2026,851
province,Santiago Rodriguez,female,70-74,2027,858
province,Santiago Rodriguez,female,70-74,2028,865
province,Santiago Rodriguez,female,70-74,2029,873
province,Santiago Rodriguez,female,70-74,2030,883
province,Santiago Rodriguez,female,75-79,2013,536
province,Santiago Rodriguez,female,75-79,2014,554
province,Santiago Rodriguez,female,75-79,2015,571
province,Santiago Rodriguez,female,75-79,2016,574
province,Santiago Rodriguez,female,75-79,2017,577
province,Santiago Rodriguez,female,75-79,2018,579
province,Santiago Rodriguez,female,75-79,2019,581
province,Santiago Rodriguez,female,75-79,2020,583
province,Santiago Rodriguez,female,75-79,2021,582
province,Santiago Rodriguez,female,75-79,2022,582
province,Santiago Rodriguez,female,75-79,2023,582
province,Santiago Rodriguez,female,75-79,2024,583
province,Santiago Rodriguez,female,75-79,2025,585
province,Santiago Rodriguez,female,75-79,2026,607
province,Santiago Rodriguez,female,75-79,2027,630
province,Santiago Rodriguez,female,75-79,2028,654
province,Santiago Rodriguez,female,75-79,2029,680
province,Santiago Rodriguez,female,75-79,2030,707
province,Santiago Rodriguez,female,80+,2013,598
province,Santiago Rodriguez,female,80+,2014,613
province,Santiago Rodriguez,female,80+,2015,629
province,Santiago Rodriguez,female,80+,2016,651
province,Santiago Rodriguez,female,80+,2017,674
province,Santiago Rodriguez,female,80+,2018,698
province,Santiago Rodriguez,female,80+,2019,722
province,Santiago Rodriguez,female,80+,2020,747
province,Santiago Rodriguez,female,80+,2021,766
province,Santiago Rodriguez,female,80+,2022,786
province,Santiago Rodriguez,female,80+,2023,806
province,Santiago Rodriguez,female,80+,2024,826
province,Santiago Rodriguez,female,80+,2025,847
province,Santiago Rodriguez,female,80+,2026,862
province,Santiago Rodriguez,female,80+,2027,877
province,Santiago Rodriguez,female,80+,2028,894
province,Santiago Rodriguez,female,80+,2029,912
province,Santiago Rodriguez,female,80+,2030,930
province,Santiago Rodriguez,male,0-4,2013,2475
province,Santiago Rodriguez,male,0-4,2014,2436
province,Santiago Rodriguez,male,0-4,2015,2396
province,Santiago Rodriguez,male,0-4,2016,2374
province,Santiago Rodriguez,male,0-4,2017,2352
province,Santiago Rodriguez,male,0-4,2018,2330
province,Santiago Rodriguez,male,0-4,2019,2308
province,Santiago Rodriguez,male,0-4,2020,2286
province,Santiago Rodriguez,male,0-4,2021,2257
province,Santiago Rodriguez,male,0-4,2022,2227
province,Santiago Rodriguez,male,0-4,2023,2198
province,Santiago Rodriguez,male,0-4,2024,2168
province,Santiago Rodriguez,male,0-4,2025,2138
province,Santiago Rodriguez,male,0-4,2026,2106
province,Santiago Rodriguez,male,0-4,2027,2074
province,Santiago Rodriguez,male,0-4,2028,2042
province,Santiago Rodriguez,male,0-4,2029,2009
province,Santiago Rodriguez,male,0-4,2030,1977
province,Santiago Rodriguez,male,10-14,2013,2880
province,Santiago Rodriguez,male,10-14,2014,2837
province,Santiago Rodriguez,male,10-14,2015,2793
province,Santiago Rodriguez,male,10-14,2016,2742
province,Santiago Rodriguez,male,10-14,2017,2690
province,Santiago Rodriguez,male,10-14,2018,2639
province,Santiago Rodriguez,male,10-14,2019,2587
province,Santiago Rodriguez,male,10-14,2020,2535
province,Santiago Rodriguez,male,10-14,2021,2498
province,Santiago Rodriguez,male,10-14,2022,2461
province,Santiago Rodriguez,male,10-14,2023,2423
province,Santiago Rodriguez,male,10-14,2024,2386
province,Santiago Rodriguez,male,10-14,2025,2348
province,Santiago Rodriguez,male,10-14,2026,2328
province,Santiago Rodriguez,male,10-14,2027,2307
province,Santiago Rodriguez,male,10-14,2028,2287
province,Santiago Rodriguez,male,10-14,2029,2266
province,Santiago Rodriguez,male,10-14,2030,2245
province,Santiago Rodriguez,male,15-19,2013,2886
province,Santiago Rodriguez,male,15-19,2014,2825
province,Santiago Rodriguez,male,15-19,2015,2764
province,Santiago Rodriguez,male,15-19,2016,2727
province,Santiago Rodriguez,male,15-19,2017,2690
province,Santiago Rodriguez,male,15-19,2018,2653
province,Santiago Rodriguez,male,15-19,2019,2615
province,Santiago Rodriguez,male,15-19,2020,2577
province,Santiago Rodriguez,male,15-19,2021,2530
province,Santiago Rodriguez,male,15-19,2022,2482
province,Santiago Rodriguez,male,15-19,2023,2434
province,Santiago Rodriguez,male,15-19,2024,2386
province,Santiago Rodriguez,male,15-19,2025,2338
province,Santiago Rodriguez,male,15-19,2026,2304
province,Santiago Rodriguez,male,15-19,2027,2269
province,Santiago Rodriguez,male,15-19,2028,2235
province,Santiago Rodriguez,male,15-19,2029,2200
province,Santiago Rodriguez,male,15-19,2030,2165
province,Santiago Rodriguez,male,20-24,2013,2625
province,Santiago Rodriguez,male,20-24,2014,2611
province,Santiago Rodriguez,male,20-24,2015,2598
province,Santiago Rodriguez,male,20-24,2016,2546
province,Santiago Rodriguez,male,20-24,2017,2494
province,Santiago Rodriguez,male,20-24,2018,2441
province,Santiago Rodriguez,male,20-24,2019,2389
province,Santiago Rodriguez,male,20-24,2020,2336
province,Santiago Rodriguez,male,20-24,2021,2306
province,Santiago Rodriguez,male,20-24,2022,2276
province,Santiago Rodriguez,male,20-24,2023,2245
province,Santiago Rodriguez,male,20-24,2024,2215
province,Santiago Rodriguez,male,20-24,2025,2184
province,Santiago Rodriguez,male,20-24,2026,2142
province,Santiago Rodriguez,male,20-24,2027,2100
province,Santiago Rodriguez,male,20-24,2028,2057
province,Santiago Rodriguez,male,20-24,2029,2015
province,Santiago Rodriguez,male,20-24,2030,1972
province,Santiago Rodriguez,male,25-29,2013,2412
province,Santiago Rodriguez,male,25-29,2014,2441
province,Santiago Rodriguez,male,25-29,2015,2471
province,Santiago Rodriguez,male,25-29,2016,2461
province,Santiago Rodriguez,male,25-29,2017,2452
province,Santiago Rodriguez,male,25-29,2018,2442
province,Santiago Rodriguez,male,25-29,2019,2432
province,Santiago Rodriguez,male,25-29,2020,2422
province,Santiago Rodriguez,male,25-29,2021,2374
province,Santiago Rodriguez,male,25-29,2022,2326
province,Santiago Rodriguez,male,25-29,2023,2277
